!ModelVer:100
!ReleaseDate:20180202
!Factor1|Factor2|VarCovar|DataDate
CNE5S_SIZE|CNE5S_AUTO|-4.20130248E+00|20180202
CNE5S_SIZE|CNE5S_HOUSEDUR| 1.56309484E+00|20180202
CNE5S_SIZE|CNE5S_LEISLUX|-1.32575832E+00|20180202
CNE5S_SIZE|CNE5S_CONSSERV| 3.42973117E+00|20180202
CNE5S_SIZE|CNE5S_MEDIA|-8.03518280E+00|20180202
CNE5S_SIZE|CNE5S_RETAIL|-2.09977641E+00|20180202
CNE5S_SIZE|CNE5S_PERSPRD|-3.06151705E+00|20180202
CNE5S_SIZE|CNE5S_BEV| 3.88903244E+00|20180202
CNE5S_SIZE|CNE5S_FOODPROD| 1.03688144E+00|20180202
CNE5S_SIZE|CNE5S_HEALTH|-4.43420428E+00|20180202
CNE5S_SIZE|CNE5S_BANKS|-1.80751589E+00|20180202
CNE5S_SIZE|CNE5S_DVFININS| 5.68639132E+00|20180202
CNE5S_SIZE|CNE5S_REALEST| 5.43129142E+00|20180202
CNE5S_SIZE|CNE5S_SOFTWARE|-5.40714342E+00|20180202
CNE5S_SIZE|CNE5S_HDWRSEMI|-8.77591452E+00|20180202
CNE5S_SIZE|CNE5S_UTILITIE|-1.02096247E+00|20180202
CNE5S_SIZE|CNE5S_COUNTRY|-1.79665096E+01|20180202
CNE5S_EARNYILD|CNE5S_EARNYILD| 5.77814734E+00|20180202
CNE5S_EARNYILD|CNE5S_RESVOL|-5.12668314E-01|20180202
CNE5S_EARNYILD|CNE5S_GROWTH|-2.32132312E-01|20180202
CNE5S_EARNYILD|CNE5S_BTOP|-8.56590421E-01|20180202
CNE5S_EARNYILD|CNE5S_LEVERAGE|-2.16116183E-02|20180202
CNE5S_EARNYILD|CNE5S_LIQUIDTY| 6.02868432E-02|20180202
CNE5S_EARNYILD|CNE5S_SIZENL|-7.50535873E-01|20180202
CNE5S_EARNYILD|CNE5S_ENERGY| 3.31004552E-01|20180202
CNE5S_EARNYILD|CNE5S_CHEM|-6.70928679E-02|20180202
CNE5S_EARNYILD|CNE5S_CONMAT| 2.40681444E+00|20180202
CNE5S_EARNYILD|CNE5S_MTLMIN| 2.11969452E+00|20180202
CNE5S_EARNYILD|CNE5S_MATERIAL|-1.14789992E+00|20180202
CNE5S_EARNYILD|CNE5S_AERODEF|-4.51252531E+00|20180202
CNE5S_EARNYILD|CNE5S_BLDPROD| 3.30274203E-01|20180202
CNE5S_EARNYILD|CNE5S_CNSTENG|-6.72263556E-02|20180202
CNE5S_EARNYILD|CNE5S_ELECEQP|-4.70920258E-01|20180202
CNE5S_EARNYILD|CNE5S_INDCONG|-2.12673364E+00|20180202
CNE5S_EARNYILD|CNE5S_MACH| 4.65107609E-02|20180202
CNE5S_EARNYILD|CNE5S_TRDDIST|-1.38157485E+00|20180202
CNE5S_EARNYILD|CNE5S_COMSERV|-9.06875957E-01|20180202
CNE5S_EARNYILD|CNE5S_AIRLINE|-3.16769084E-01|20180202
CNE5S_EARNYILD|CNE5S_MARINE| 1.05134131E+00|20180202
CNE5S_EARNYILD|CNE5S_RDRLTRAN|-2.22178727E+00|20180202
CNE5S_EARNYILD|CNE5S_AUTO|-8.47450331E-01|20180202
CNE5S_EARNYILD|CNE5S_HOUSEDUR| 9.28791115E-01|20180202
CNE5S_EARNYILD|CNE5S_LEISLUX|-5.08725396E-01|20180202
CNE5S_EARNYILD|CNE5S_CONSSERV| 1.23126445E+00|20180202
CNE5S_EARNYILD|CNE5S_MEDIA|-1.45115973E+00|20180202
CNE5S_EARNYILD|CNE5S_RETAIL|-1.99351350E+00|20180202
CNE5S_EARNYILD|CNE5S_PERSPRD| 1.23048251E+00|20180202
CNE5S_EARNYILD|CNE5S_BEV| 4.18606032E+00|20180202
CNE5S_EARNYILD|CNE5S_FOODPROD|-1.70873071E-01|20180202
CNE5S_EARNYILD|CNE5S_HEALTH| 5.87704420E-01|20180202
CNE5S_EARNYILD|CNE5S_BANKS|-1.27303275E+00|20180202
CNE5S_EARNYILD|CNE5S_DVFININS| 4.39644668E+00|20180202
CNE5S_EARNYILD|CNE5S_REALEST| 2.67009173E+00|20180202
CNE5S_EARNYILD|CNE5S_SOFTWARE|-2.09406644E+00|20180202
CNE5S_EARNYILD|CNE5S_HDWRSEMI|-2.10739259E+00|20180202
CNE5S_EARNYILD|CNE5S_UTILITIE|-3.46591430E+00|20180202
CNE5S_EARNYILD|CNE5S_COUNTRY| 5.05100757E+00|20180202
CNE5S_RESVOL|CNE5S_RESVOL| 9.37847453E+00|20180202
CNE5S_RESVOL|CNE5S_GROWTH| 7.51959152E-01|20180202
CNE5S_RESVOL|CNE5S_BTOP| 2.97956742E-01|20180202
CNE5S_RESVOL|CNE5S_LEVERAGE|-9.22037324E-01|20180202
CNE5S_RESVOL|CNE5S_LIQUIDTY|-1.38012794E-01|20180202
CNE5S_RESVOL|CNE5S_SIZENL| 1.75456487E+00|20180202
CNE5S_RESVOL|CNE5S_ENERGY|-3.17609550E+00|20180202
CNE5S_RESVOL|CNE5S_CHEM| 7.18869939E-01|20180202
CNE5S_RESVOL|CNE5S_CONMAT|-2.01129274E+00|20180202
CNE5S_RESVOL|CNE5S_MTLMIN|-2.92635296E+00|20180202
CNE5S_RESVOL|CNE5S_MATERIAL| 9.63026349E-02|20180202
CNE5S_RESVOL|CNE5S_AERODEF| 6.05871331E+00|20180202
CNE5S_RESVOL|CNE5S_BLDPROD| 1.31534220E+00|20180202
CNE5S_RESVOL|CNE5S_CNSTENG|-3.85555738E+00|20180202
CNE5S_RESVOL|CNE5S_ELECEQP| 2.11402383E+00|20180202
CNE5S_RESVOL|CNE5S_INDCONG| 2.67764251E+00|20180202
CNE5S_RESVOL|CNE5S_MACH| 7.97690739E-01|20180202
CNE5S_RESVOL|CNE5S_TRDDIST| 4.05041908E-02|20180202
CNE5S_RESVOL|CNE5S_COMSERV| 2.96631412E+00|20180202
CNE5S_RESVOL|CNE5S_AIRLINE|-1.16545331E+00|20180202
CNE5S_RESVOL|CNE5S_MARINE|-3.70399965E+00|20180202
CNE5S_RESVOL|CNE5S_RDRLTRAN|-1.67115472E+00|20180202
CNE5S_RESVOL|CNE5S_AUTO| 9.52119708E-01|20180202
CNE5S_RESVOL|CNE5S_HOUSEDUR|-1.51756375E+00|20180202
CNE5S_RESVOL|CNE5S_LEISLUX|-2.16612751E-01|20180202
CNE5S_RESVOL|CNE5S_CONSSERV|-8.47996679E-01|20180202
CNE5S_RESVOL|CNE5S_MEDIA| 5.42343624E+00|20180202
CNE5S_RESVOL|CNE5S_RETAIL| 2.41562261E-01|20180202
CNE5S_RESVOL|CNE5S_PERSPRD| 2.19320915E+00|20180202
CNE5S_RESVOL|CNE5S_BEV|-2.94780793E+00|20180202
CNE5S_RESVOL|CNE5S_FOODPROD|-9.64897839E-01|20180202
CNE5S_RESVOL|CNE5S_HEALTH| 2.41350685E+00|20180202
CNE5S_RESVOL|CNE5S_BANKS|-1.36734732E+00|20180202
CNE5S_RESVOL|CNE5S_DVFININS|-7.71076665E-01|20180202
CNE5S_RESVOL|CNE5S_REALEST|-3.83443361E+00|20180202
CNE5S_RESVOL|CNE5S_SOFTWARE| 5.20437070E+00|20180202
CNE5S_RESVOL|CNE5S_HDWRSEMI| 5.62705120E+00|20180202
CNE5S_RESVOL|CNE5S_UTILITIE|-6.25800405E-01|20180202
CNE5S_RESVOL|CNE5S_COUNTRY| 2.40965176E+01|20180202
CNE5S_GROWTH|CNE5S_GROWTH| 2.03992451E+00|20180202
CNE5S_GROWTH|CNE5S_BTOP|-2.20087562E-01|20180202
CNE5S_GROWTH|CNE5S_LEVERAGE|-7.72832246E-01|20180202
CNE5S_GROWTH|CNE5S_LIQUIDTY|-1.04929852E+00|20180202
CNE5S_GROWTH|CNE5S_SIZENL| 3.44195804E-01|20180202
CNE5S_GROWTH|CNE5S_ENERGY|-3.03223891E+00|20180202
CNE5S_GROWTH|CNE5S_CHEM|-6.96900900E-01|20180202
CNE5S_GROWTH|CNE5S_CONMAT|-2.55731000E+00|20180202
CNE5S_GROWTH|CNE5S_MTLMIN|-3.19952199E+00|20180202
CNE5S_GROWTH|CNE5S_MATERIAL|-6.51071113E-02|20180202
CNE5S_GROWTH|CNE5S_AERODEF|-2.94566698E-01|20180202
CNE5S_GROWTH|CNE5S_BLDPROD| 1.85346102E-01|20180202
CNE5S_GROWTH|CNE5S_CNSTENG|-1.66191610E+00|20180202
CNE5S_GROWTH|CNE5S_ELECEQP| 1.49596747E+00|20180202
CNE5S_GROWTH|CNE5S_INDCONG|-8.06684230E-01|20180202
CNE5S_GROWTH|CNE5S_MACH| 2.56697535E-01|20180202
CNE5S_GROWTH|CNE5S_TRDDIST|-1.80938613E+00|20180202
CNE5S_GROWTH|CNE5S_COMSERV| 1.80920442E+00|20180202
CNE5S_GROWTH|CNE5S_AIRLINE| 7.57629806E-02|20180202
CNE5S_GROWTH|CNE5S_MARINE|-3.58880823E+00|20180202
CNE5S_GROWTH|CNE5S_RDRLTRAN|-2.41421335E+00|20180202
CNE5S_GROWTH|CNE5S_AUTO|-1.10471110E-03|20180202
CNE5S_GROWTH|CNE5S_HOUSEDUR| 6.31055828E-01|20180202
CNE5S_GROWTH|CNE5S_LEISLUX|-8.92749030E-04|20180202
CNE5S_GROWTH|CNE5S_CONSSERV| 2.38770825E-01|20180202
CNE5S_GROWTH|CNE5S_MEDIA| 2.92735657E+00|20180202
CNE5S_GROWTH|CNE5S_RETAIL|-6.68354167E-01|20180202
CNE5S_GROWTH|CNE5S_PERSPRD| 6.41519452E-01|20180202
CNE5S_GROWTH|CNE5S_BEV|-1.15114971E+00|20180202
CNE5S_GROWTH|CNE5S_FOODPROD| 3.83089065E-02|20180202
CNE5S_GROWTH|CNE5S_HEALTH| 2.19094265E+00|20180202
CNE5S_GROWTH|CNE5S_BANKS| 1.13019648E+00|20180202
CNE5S_GROWTH|CNE5S_DVFININS|-5.07746128E-01|20180202
CNE5S_GROWTH|CNE5S_REALEST|-2.48731521E+00|20180202
CNE5S_GROWTH|CNE5S_SOFTWARE| 5.41790172E+00|20180202
CNE5S_GROWTH|CNE5S_HDWRSEMI| 3.31699448E+00|20180202
CNE5S_GROWTH|CNE5S_UTILITIE|-1.06197709E+00|20180202
CNE5S_GROWTH|CNE5S_COUNTRY| 2.07307272E-01|20180202
CNE5S_BTOP|CNE5S_BTOP| 5.98773417E+00|20180202
CNE5S_BTOP|CNE5S_LEVERAGE| 9.74939692E-01|20180202
CNE5S_BTOP|CNE5S_LIQUIDTY| 1.32915664E-01|20180202
CNE5S_BTOP|CNE5S_SIZENL|-3.24734373E-01|20180202
CNE5S_BTOP|CNE5S_ENERGY| 2.97697089E+00|20180202
CNE5S_BTOP|CNE5S_CHEM|-8.05217596E-02|20180202
CNE5S_BTOP|CNE5S_CONMAT| 4.73657208E+00|20180202
CNE5S_BTOP|CNE5S_MTLMIN| 4.49580598E+00|20180202
CNE5S_BTOP|CNE5S_MATERIAL|-1.04262239E+00|20180202
CNE5S_BTOP|CNE5S_AERODEF| 5.62449984E-01|20180202
CNE5S_BTOP|CNE5S_BLDPROD| 1.12613740E+00|20180202
CNE5S_BTOP|CNE5S_CNSTENG| 3.28351364E+00|20180202
CNE5S_BTOP|CNE5S_ELECEQP|-1.08140183E+00|20180202
CNE5S_BTOP|CNE5S_INDCONG| 3.26751944E+00|20180202
CNE5S_BTOP|CNE5S_MACH|-2.74807595E-02|20180202
CNE5S_BTOP|CNE5S_TRDDIST| 1.16010391E+00|20180202
CNE5S_BTOP|CNE5S_COMSERV|-1.30253844E-01|20180202
CNE5S_BTOP|CNE5S_AIRLINE| 2.11067769E+00|20180202
CNE5S_BTOP|CNE5S_MARINE| 3.27726446E+00|20180202
CNE5S_BTOP|CNE5S_RDRLTRAN| 9.68248218E-01|20180202
CNE5S_BTOP|CNE5S_AUTO|-1.36420528E+00|20180202
CNE5S_BTOP|CNE5S_HOUSEDUR|-1.22309543E+00|20180202
CNE5S_BTOP|CNE5S_LEISLUX|-6.41976784E-01|20180202
CNE5S_BTOP|CNE5S_CONSSERV| 5.36963227E-01|20180202
CNE5S_BTOP|CNE5S_MEDIA|-1.28862176E+00|20180202
CNE5S_BTOP|CNE5S_RETAIL|-2.67952936E-01|20180202
CNE5S_BTOP|CNE5S_PERSPRD|-1.85822299E+00|20180202
CNE5S_BTOP|CNE5S_BEV| 6.53619287E-01|20180202
CNE5S_BTOP|CNE5S_FOODPROD| 1.99422989E-01|20180202
CNE5S_BTOP|CNE5S_HEALTH|-1.02182809E+00|20180202
CNE5S_BTOP|CNE5S_BANKS|-3.49639238E+00|20180202
CNE5S_BTOP|CNE5S_DVFININS| 2.84216217E+00|20180202
CNE5S_BTOP|CNE5S_REALEST| 2.84686406E+00|20180202
CNE5S_BTOP|CNE5S_SOFTWARE|-7.39299623E-01|20180202
CNE5S_BTOP|CNE5S_HDWRSEMI|-1.60170229E+00|20180202
CNE5S_BTOP|CNE5S_UTILITIE| 1.68716240E+00|20180202
CNE5S_BTOP|CNE5S_COUNTRY| 5.08809089E+00|20180202
CNE5S_LEVERAGE|CNE5S_LEVERAGE| 1.84533097E+00|20180202
CNE5S_LEVERAGE|CNE5S_LIQUIDTY| 2.99167432E-01|20180202
CNE5S_LEVERAGE|CNE5S_SIZENL|-3.73893082E-01|20180202
CNE5S_LEVERAGE|CNE5S_ENERGY| 2.96671484E+00|20180202
CNE5S_LEVERAGE|CNE5S_CHEM| 4.72279455E-01|20180202
CNE5S_LEVERAGE|CNE5S_CONMAT| 3.88543521E+00|20180202
CNE5S_LEVERAGE|CNE5S_MTLMIN| 4.67452770E+00|20180202
CNE5S_LEVERAGE|CNE5S_MATERIAL| 1.82012836E-01|20180202
CNE5S_LEVERAGE|CNE5S_AERODEF| 1.91543173E+00|20180202
CNE5S_LEVERAGE|CNE5S_BLDPROD| 3.76189660E-02|20180202
CNE5S_LEVERAGE|CNE5S_CNSTENG| 2.24624146E+00|20180202
CNE5S_LEVERAGE|CNE5S_ELECEQP|-8.25877855E-01|20180202
CNE5S_LEVERAGE|CNE5S_INDCONG| 3.26847662E+00|20180202
CNE5S_LEVERAGE|CNE5S_MACH| 8.26020695E-02|20180202
CNE5S_LEVERAGE|CNE5S_TRDDIST| 1.76795995E+00|20180202
CNE5S_LEVERAGE|CNE5S_COMSERV|-1.27313292E+00|20180202
CNE5S_LEVERAGE|CNE5S_AIRLINE| 2.43061401E-02|20180202
CNE5S_LEVERAGE|CNE5S_MARINE| 3.01492589E+00|20180202
CNE5S_LEVERAGE|CNE5S_RDRLTRAN| 1.65316369E+00|20180202
CNE5S_LEVERAGE|CNE5S_AUTO|-2.89718800E-01|20180202
CNE5S_LEVERAGE|CNE5S_HOUSEDUR|-1.31894886E+00|20180202
CNE5S_LEVERAGE|CNE5S_LEISLUX|-2.64044089E-02|20180202
CNE5S_LEVERAGE|CNE5S_CONSSERV|-1.20628397E-01|20180202
CNE5S_LEVERAGE|CNE5S_MEDIA|-2.78887023E+00|20180202
CNE5S_LEVERAGE|CNE5S_RETAIL| 3.58172469E-02|20180202
CNE5S_LEVERAGE|CNE5S_PERSPRD|-1.72161147E+00|20180202
CNE5S_LEVERAGE|CNE5S_BEV| 8.80833428E-01|20180202
CNE5S_LEVERAGE|CNE5S_FOODPROD| 5.24091115E-01|20180202
CNE5S_LEVERAGE|CNE5S_HEALTH|-1.79780980E+00|20180202
CNE5S_LEVERAGE|CNE5S_BANKS|-1.73290091E+00|20180202
CNE5S_LEVERAGE|CNE5S_DVFININS|-4.07031567E-01|20180202
CNE5S_LEVERAGE|CNE5S_REALEST| 3.85347394E+00|20180202
CNE5S_LEVERAGE|CNE5S_SOFTWARE|-5.24232050E+00|20180202
CNE5S_LEVERAGE|CNE5S_HDWRSEMI|-3.18521307E+00|20180202
CNE5S_LEVERAGE|CNE5S_UTILITIE| 8.52795289E-01|20180202
CNE5S_LEVERAGE|CNE5S_COUNTRY|-1.89148104E-01|20180202
CNE5S_LIQUIDTY|CNE5S_LIQUIDTY| 5.78780886E+00|20180202
CNE5S_LIQUIDTY|CNE5S_SIZENL| 1.41251883E-01|20180202
CNE5S_LIQUIDTY|CNE5S_ENERGY| 3.71180046E+00|20180202
CNE5S_LIQUIDTY|CNE5S_CHEM| 3.19751749E-01|20180202
CNE5S_LIQUIDTY|CNE5S_CONMAT| 3.68850783E-01|20180202
CNE5S_LIQUIDTY|CNE5S_MTLMIN| 2.13354563E+00|20180202
CNE5S_LIQUIDTY|CNE5S_MATERIAL|-4.50345383E-01|20180202
CNE5S_LIQUIDTY|CNE5S_AERODEF| 2.00173079E+00|20180202
CNE5S_LIQUIDTY|CNE5S_BLDPROD|-4.39299839E-01|20180202
CNE5S_LIQUIDTY|CNE5S_CNSTENG| 3.24379834E-02|20180202
CNE5S_LIQUIDTY|CNE5S_ELECEQP|-2.60652020E-01|20180202
CNE5S_LIQUIDTY|CNE5S_INDCONG|-3.33913398E-02|20180202
CNE5S_LIQUIDTY|CNE5S_MACH| 7.89477922E-02|20180202
CNE5S_LIQUIDTY|CNE5S_TRDDIST| 1.08696504E+00|20180202
CNE5S_LIQUIDTY|CNE5S_COMSERV|-9.18601594E-01|20180202
CNE5S_LIQUIDTY|CNE5S_AIRLINE| 4.71647005E-02|20180202
CNE5S_LIQUIDTY|CNE5S_MARINE| 3.55732890E+00|20180202
CNE5S_LIQUIDTY|CNE5S_RDRLTRAN| 4.00322346E+00|20180202
CNE5S_LIQUIDTY|CNE5S_AUTO| 6.48564898E-01|20180202
CNE5S_LIQUIDTY|CNE5S_HOUSEDUR|-1.86404313E+00|20180202
CNE5S_LIQUIDTY|CNE5S_LEISLUX|-1.10006284E+00|20180202
CNE5S_LIQUIDTY|CNE5S_CONSSERV|-7.19924263E-01|20180202
CNE5S_LIQUIDTY|CNE5S_MEDIA|-2.22255145E+00|20180202
CNE5S_LIQUIDTY|CNE5S_RETAIL| 1.13240873E-01|20180202
CNE5S_LIQUIDTY|CNE5S_PERSPRD|-1.23683984E+00|20180202
CNE5S_LIQUIDTY|CNE5S_BEV|-1.08855714E-02|20180202
CNE5S_LIQUIDTY|CNE5S_FOODPROD|-5.25252577E-01|20180202
CNE5S_LIQUIDTY|CNE5S_HEALTH|-1.79682610E+00|20180202
CNE5S_LIQUIDTY|CNE5S_BANKS|-2.27200175E+00|20180202
CNE5S_LIQUIDTY|CNE5S_DVFININS| 1.42166809E+00|20180202
CNE5S_LIQUIDTY|CNE5S_REALEST| 3.05615745E-01|20180202
CNE5S_LIQUIDTY|CNE5S_SOFTWARE|-4.94157583E+00|20180202
CNE5S_LIQUIDTY|CNE5S_HDWRSEMI|-2.20884174E+00|20180202
CNE5S_LIQUIDTY|CNE5S_UTILITIE| 2.85514369E+00|20180202
CNE5S_LIQUIDTY|CNE5S_COUNTRY| 6.34491142E+00|20180202
CNE5S_SIZENL|CNE5S_SIZENL| 5.70161214E+00|20180202
CNE5S_SIZENL|CNE5S_ENERGY|-8.92301116E-01|20180202
CNE5S_SIZENL|CNE5S_CHEM| 2.68243548E+00|20180202
CNE5S_SIZENL|CNE5S_CONMAT| 2.94831284E+00|20180202
CNE5S_SIZENL|CNE5S_MTLMIN| 2.04877327E+00|20180202
CNE5S_SIZENL|CNE5S_MATERIAL| 1.64180816E+00|20180202
