!ModelVer:100
!ReleaseDate:20180202
!Factor1|Factor2|VarCovar|DataDate
CNE5S_BETA|CNE5S_AUTO| 3.77837277E+00|20180202
CNE5S_BETA|CNE5S_HOUSEDUR|-1.66031603E+00|20180202
CNE5S_BETA|CNE5S_LEISLUX| 4.55010909E-01|20180202
CNE5S_BETA|CNE5S_CONSSERV| 2.56034551E+00|20180202
CNE5S_BETA|CNE5S_MEDIA| 3.65378690E+00|20180202
CNE5S_BETA|CNE5S_RETAIL| 1.77118541E+00|20180202
CNE5S_BETA|CNE5S_PERSPRD| 4.13587065E+00|20180202
CNE5S_BETA|CNE5S_BEV| 1.14995454E-01|20180202
CNE5S_BETA|CNE5S_FOODPROD| 9.86981835E-02|20180202
CNE5S_BETA|CNE5S_HEALTH| 3.78309018E+00|20180202
CNE5S_BETA|CNE5S_BANKS|-1.01493616E+01|20180202
CNE5S_BETA|CNE5S_DVFININS| 2.32992313E+00|20180202
CNE5S_BETA|CNE5S_REALEST|-9.35646623E-01|20180202
CNE5S_BETA|CNE5S_SOFTWARE|-1.66259968E+00|20180202
CNE5S_BETA|CNE5S_HDWRSEMI| 4.28358514E+00|20180202
CNE5S_BETA|CNE5S_UTILITIE| 1.87127954E+00|20180202
CNE5S_BETA|CNE5S_COUNTRY| 5.65092545E+01|20180202
CNE5S_MOMENTUM|CNE5S_MOMENTUM| 1.28520898E+01|20180202
CNE5S_MOMENTUM|CNE5S_SIZE| 5.05902686E+00|20180202
CNE5S_MOMENTUM|CNE5S_EARNYILD|-8.16100976E-02|20180202
CNE5S_MOMENTUM|CNE5S_RESVOL|-2.97760459E+00|20180202
CNE5S_MOMENTUM|CNE5S_GROWTH| 7.65220991E-01|20180202
CNE5S_MOMENTUM|CNE5S_BTOP|-3.13002076E-01|20180202
CNE5S_MOMENTUM|CNE5S_LEVERAGE|-6.48121750E-01|20180202
CNE5S_MOMENTUM|CNE5S_LIQUIDTY|-3.41811051E-01|20180202
CNE5S_MOMENTUM|CNE5S_SIZENL|-2.54033275E-01|20180202
CNE5S_MOMENTUM|CNE5S_ENERGY|-9.68409845E-01|20180202
CNE5S_MOMENTUM|CNE5S_CHEM|-1.64540915E+00|20180202
CNE5S_MOMENTUM|CNE5S_CONMAT|-2.69878646E+00|20180202
CNE5S_MOMENTUM|CNE5S_MTLMIN|-3.59317354E+00|20180202
CNE5S_MOMENTUM|CNE5S_MATERIAL|-7.78244639E-01|20180202
CNE5S_MOMENTUM|CNE5S_AERODEF|-8.84070853E+00|20180202
CNE5S_MOMENTUM|CNE5S_BLDPROD|-5.27704806E-01|20180202
CNE5S_MOMENTUM|CNE5S_CNSTENG| 1.76142165E+00|20180202
CNE5S_MOMENTUM|CNE5S_ELECEQP|-2.16452504E-01|20180202
CNE5S_MOMENTUM|CNE5S_INDCONG|-8.44946751E+00|20180202
CNE5S_MOMENTUM|CNE5S_MACH|-9.96420056E-01|20180202
CNE5S_MOMENTUM|CNE5S_TRDDIST|-3.06861864E+00|20180202
CNE5S_MOMENTUM|CNE5S_COMSERV|-8.23048953E-01|20180202
CNE5S_MOMENTUM|CNE5S_AIRLINE| 2.22928405E+00|20180202
CNE5S_MOMENTUM|CNE5S_MARINE|-1.78394168E+00|20180202
CNE5S_MOMENTUM|CNE5S_RDRLTRAN|-3.17471725E+00|20180202
CNE5S_MOMENTUM|CNE5S_AUTO|-2.96290051E+00|20180202
CNE5S_MOMENTUM|CNE5S_HOUSEDUR| 5.29496557E-01|20180202
CNE5S_MOMENTUM|CNE5S_LEISLUX|-5.51930413E-01|20180202
CNE5S_MOMENTUM|CNE5S_CONSSERV| 9.84121359E-01|20180202
CNE5S_MOMENTUM|CNE5S_MEDIA| 9.88176780E-01|20180202
CNE5S_MOMENTUM|CNE5S_RETAIL|-1.15076812E+00|20180202
CNE5S_MOMENTUM|CNE5S_PERSPRD| 5.37189752E-03|20180202
CNE5S_MOMENTUM|CNE5S_BEV|-5.95660221E-01|20180202
CNE5S_MOMENTUM|CNE5S_FOODPROD|-1.01492767E-01|20180202
CNE5S_MOMENTUM|CNE5S_HEALTH| 9.64255216E-01|20180202
CNE5S_MOMENTUM|CNE5S_BANKS| 3.07850183E+00|20180202
CNE5S_MOMENTUM|CNE5S_DVFININS| 9.66582128E-01|20180202
CNE5S_MOMENTUM|CNE5S_REALEST|-2.41302343E+00|20180202
CNE5S_MOMENTUM|CNE5S_SOFTWARE| 3.85771104E+00|20180202
CNE5S_MOMENTUM|CNE5S_HDWRSEMI| 1.16149259E+00|20180202
CNE5S_MOMENTUM|CNE5S_UTILITIE|-9.86377953E-01|20180202
CNE5S_MOMENTUM|CNE5S_COUNTRY|-1.57694222E+01|20180202
CNE5S_SIZE|CNE5S_SIZE| 1.96081789E+01|20180202
CNE5S_SIZE|CNE5S_EARNYILD| 1.78308478E+00|20180202
CNE5S_SIZE|CNE5S_RESVOL|-8.29912617E+00|20180202
CNE5S_SIZE|CNE5S_GROWTH|-9.36621779E-01|20180202
CNE5S_SIZE|CNE5S_BTOP| 1.09168195E+00|20180202
CNE5S_SIZE|CNE5S_LEVERAGE| 8.26173046E-01|20180202
CNE5S_SIZE|CNE5S_LIQUIDTY|-1.27393223E-01|20180202
CNE5S_SIZE|CNE5S_SIZENL|-2.53916732E+00|20180202
CNE5S_SIZE|CNE5S_ENERGY| 8.15385050E+00|20180202
CNE5S_SIZE|CNE5S_CHEM|-2.81039838E+00|20180202
CNE5S_SIZE|CNE5S_CONMAT| 6.36993246E+00|20180202
CNE5S_SIZE|CNE5S_MTLMIN| 7.29188467E+00|20180202
CNE5S_SIZE|CNE5S_MATERIAL|-2.91353770E+00|20180202
CNE5S_SIZE|CNE5S_AERODEF|-1.02033522E+01|20180202
CNE5S_SIZE|CNE5S_BLDPROD|-1.95433865E+00|20180202
CNE5S_SIZE|CNE5S_CNSTENG| 7.33531668E+00|20180202
CNE5S_SIZE|CNE5S_ELECEQP|-4.33611411E+00|20180202
CNE5S_SIZE|CNE5S_INDCONG|-8.56925031E+00|20180202
CNE5S_SIZE|CNE5S_MACH|-1.39504652E+00|20180202
CNE5S_SIZE|CNE5S_TRDDIST|-7.93648320E-01|20180202
CNE5S_SIZE|CNE5S_COMSERV|-6.63580104E+00|20180202
CNE5S_SIZE|CNE5S_AIRLINE| 6.34536618E-01|20180202
CNE5S_SIZE|CNE5S_MARINE| 7.36065137E+00|20180202
CNE5S_SIZE|CNE5S_RDRLTRAN| 2.36363655E+00|20180202
CNE5S_SIZE|CNE5S_AUTO|-4.48897913E+00|20180202
CNE5S_SIZE|CNE5S_HOUSEDUR| 1.07053762E+00|20180202
CNE5S_SIZE|CNE5S_LEISLUX|-1.57131330E+00|20180202
CNE5S_SIZE|CNE5S_CONSSERV| 3.24876256E+00|20180202
CNE5S_SIZE|CNE5S_MEDIA|-9.03156758E+00|20180202
CNE5S_SIZE|CNE5S_RETAIL|-2.39598649E+00|20180202
CNE5S_SIZE|CNE5S_PERSPRD|-3.54936509E+00|20180202
CNE5S_SIZE|CNE5S_BEV| 5.45575847E+00|20180202
CNE5S_SIZE|CNE5S_FOODPROD| 9.65206632E-01|20180202
CNE5S_SIZE|CNE5S_HEALTH|-4.79376916E+00|20180202
CNE5S_SIZE|CNE5S_BANKS|-1.47644448E+00|20180202
CNE5S_SIZE|CNE5S_DVFININS| 5.42425094E+00|20180202
CNE5S_SIZE|CNE5S_REALEST| 5.18727697E+00|20180202
CNE5S_SIZE|CNE5S_SOFTWARE|-6.49481865E+00|20180202
CNE5S_SIZE|CNE5S_HDWRSEMI|-9.47224788E+00|20180202
CNE5S_SIZE|CNE5S_UTILITIE|-1.15615238E+00|20180202
CNE5S_SIZE|CNE5S_COUNTRY|-1.86552097E+01|20180202
CNE5S_EARNYILD|CNE5S_EARNYILD| 5.14581252E+00|20180202
CNE5S_EARNYILD|CNE5S_RESVOL|-4.62217362E-01|20180202
CNE5S_EARNYILD|CNE5S_GROWTH|-2.34470573E-01|20180202
CNE5S_EARNYILD|CNE5S_BTOP|-7.08125170E-01|20180202
CNE5S_EARNYILD|CNE5S_LEVERAGE| 3.95190180E-03|20180202
CNE5S_EARNYILD|CNE5S_LIQUIDTY| 7.48629201E-02|20180202
CNE5S_EARNYILD|CNE5S_SIZENL|-7.42019673E-01|20180202
CNE5S_EARNYILD|CNE5S_ENERGY| 3.74295054E-01|20180202
CNE5S_EARNYILD|CNE5S_CHEM|-1.00298555E-01|20180202
CNE5S_EARNYILD|CNE5S_CONMAT| 2.74834248E+00|20180202
CNE5S_EARNYILD|CNE5S_MTLMIN| 2.22999405E+00|20180202
CNE5S_EARNYILD|CNE5S_MATERIAL|-1.17776363E+00|20180202
CNE5S_EARNYILD|CNE5S_AERODEF|-4.94462902E+00|20180202
CNE5S_EARNYILD|CNE5S_BLDPROD| 3.06299828E-01|20180202
CNE5S_EARNYILD|CNE5S_CNSTENG|-3.40715107E-02|20180202
CNE5S_EARNYILD|CNE5S_ELECEQP|-5.92288778E-01|20180202
CNE5S_EARNYILD|CNE5S_INDCONG|-2.16060084E+00|20180202
CNE5S_EARNYILD|CNE5S_MACH|-2.88170923E-02|20180202
CNE5S_EARNYILD|CNE5S_TRDDIST|-1.32832274E+00|20180202
CNE5S_EARNYILD|CNE5S_COMSERV|-1.13971357E+00|20180202
CNE5S_EARNYILD|CNE5S_AIRLINE|-4.39080581E-01|20180202
CNE5S_EARNYILD|CNE5S_MARINE| 1.20026268E+00|20180202
CNE5S_EARNYILD|CNE5S_RDRLTRAN|-2.30105890E+00|20180202
CNE5S_EARNYILD|CNE5S_AUTO|-9.31885381E-01|20180202
CNE5S_EARNYILD|CNE5S_HOUSEDUR| 9.07662110E-01|20180202
CNE5S_EARNYILD|CNE5S_LEISLUX|-5.32439746E-01|20180202
CNE5S_EARNYILD|CNE5S_CONSSERV| 1.10208617E+00|20180202
CNE5S_EARNYILD|CNE5S_MEDIA|-1.79048302E+00|20180202
CNE5S_EARNYILD|CNE5S_RETAIL|-1.92166096E+00|20180202
CNE5S_EARNYILD|CNE5S_PERSPRD| 1.09953756E+00|20180202
CNE5S_EARNYILD|CNE5S_BEV| 4.58479503E+00|20180202
CNE5S_EARNYILD|CNE5S_FOODPROD|-1.10327747E-01|20180202
CNE5S_EARNYILD|CNE5S_HEALTH| 4.85454363E-01|20180202
CNE5S_EARNYILD|CNE5S_BANKS|-1.17574787E+00|20180202
CNE5S_EARNYILD|CNE5S_DVFININS| 4.47620569E+00|20180202
CNE5S_EARNYILD|CNE5S_REALEST| 2.84461161E+00|20180202
CNE5S_EARNYILD|CNE5S_SOFTWARE|-2.36516946E+00|20180202
CNE5S_EARNYILD|CNE5S_HDWRSEMI|-2.23672240E+00|20180202
CNE5S_EARNYILD|CNE5S_UTILITIE|-3.38509318E+00|20180202
CNE5S_EARNYILD|CNE5S_COUNTRY| 4.90438108E+00|20180202
CNE5S_RESVOL|CNE5S_RESVOL| 8.96147054E+00|20180202
CNE5S_RESVOL|CNE5S_GROWTH| 7.91680444E-01|20180202
CNE5S_RESVOL|CNE5S_BTOP| 2.72583279E-01|20180202
CNE5S_RESVOL|CNE5S_LEVERAGE|-9.22789995E-01|20180202
CNE5S_RESVOL|CNE5S_LIQUIDTY|-1.10603619E-01|20180202
CNE5S_RESVOL|CNE5S_SIZENL| 1.77236271E+00|20180202
CNE5S_RESVOL|CNE5S_ENERGY|-3.91082495E+00|20180202
CNE5S_RESVOL|CNE5S_CHEM| 7.57211470E-01|20180202
CNE5S_RESVOL|CNE5S_CONMAT|-2.43410909E+00|20180202
CNE5S_RESVOL|CNE5S_MTLMIN|-3.61576505E+00|20180202
CNE5S_RESVOL|CNE5S_MATERIAL| 1.37903985E-01|20180202
CNE5S_RESVOL|CNE5S_AERODEF| 7.58003577E+00|20180202
CNE5S_RESVOL|CNE5S_BLDPROD| 1.39029339E+00|20180202
CNE5S_RESVOL|CNE5S_CNSTENG|-3.99399704E+00|20180202
CNE5S_RESVOL|CNE5S_ELECEQP| 2.26067084E+00|20180202
CNE5S_RESVOL|CNE5S_INDCONG| 3.12096963E+00|20180202
CNE5S_RESVOL|CNE5S_MACH| 9.24438799E-01|20180202
CNE5S_RESVOL|CNE5S_TRDDIST| 9.01545137E-02|20180202
CNE5S_RESVOL|CNE5S_COMSERV| 3.37305325E+00|20180202
CNE5S_RESVOL|CNE5S_AIRLINE|-1.67232344E+00|20180202
CNE5S_RESVOL|CNE5S_MARINE|-4.53921837E+00|20180202
CNE5S_RESVOL|CNE5S_RDRLTRAN|-1.79313744E+00|20180202
CNE5S_RESVOL|CNE5S_AUTO| 1.23220317E+00|20180202
CNE5S_RESVOL|CNE5S_HOUSEDUR|-1.21623017E+00|20180202
CNE5S_RESVOL|CNE5S_LEISLUX|-3.10482612E-02|20180202
CNE5S_RESVOL|CNE5S_CONSSERV|-6.57474012E-01|20180202
CNE5S_RESVOL|CNE5S_MEDIA| 6.07501356E+00|20180202
CNE5S_RESVOL|CNE5S_RETAIL| 4.49912748E-01|20180202
CNE5S_RESVOL|CNE5S_PERSPRD| 2.54273529E+00|20180202
CNE5S_RESVOL|CNE5S_BEV|-4.03403377E+00|20180202
CNE5S_RESVOL|CNE5S_FOODPROD|-1.02354919E+00|20180202
CNE5S_RESVOL|CNE5S_HEALTH| 2.64613032E+00|20180202
CNE5S_RESVOL|CNE5S_BANKS|-1.53164644E+00|20180202
CNE5S_RESVOL|CNE5S_DVFININS|-5.23925987E-01|20180202
CNE5S_RESVOL|CNE5S_REALEST|-3.53900217E+00|20180202
CNE5S_RESVOL|CNE5S_SOFTWARE| 5.87193977E+00|20180202
CNE5S_RESVOL|CNE5S_HDWRSEMI| 6.12396003E+00|20180202
CNE5S_RESVOL|CNE5S_UTILITIE|-5.31180561E-01|20180202
CNE5S_RESVOL|CNE5S_COUNTRY| 2.43981182E+01|20180202
CNE5S_GROWTH|CNE5S_GROWTH| 1.87376711E+00|20180202
CNE5S_GROWTH|CNE5S_BTOP|-2.51213947E-01|20180202
CNE5S_GROWTH|CNE5S_LEVERAGE|-7.78764452E-01|20180202
CNE5S_GROWTH|CNE5S_LIQUIDTY|-9.82092890E-01|20180202
CNE5S_GROWTH|CNE5S_SIZENL| 3.43049838E-01|20180202
CNE5S_GROWTH|CNE5S_ENERGY|-3.25160800E+00|20180202
CNE5S_GROWTH|CNE5S_CHEM|-6.33667577E-01|20180202
CNE5S_GROWTH|CNE5S_CONMAT|-2.93843066E+00|20180202
CNE5S_GROWTH|CNE5S_MTLMIN|-3.43633673E+00|20180202
CNE5S_GROWTH|CNE5S_MATERIAL|-4.56790963E-02|20180202
CNE5S_GROWTH|CNE5S_AERODEF| 8.77759302E-02|20180202
CNE5S_GROWTH|CNE5S_BLDPROD| 1.62767249E-01|20180202
CNE5S_GROWTH|CNE5S_CNSTENG|-1.71471767E+00|20180202
CNE5S_GROWTH|CNE5S_ELECEQP| 1.52654936E+00|20180202
CNE5S_GROWTH|CNE5S_INDCONG|-8.25158322E-01|20180202
CNE5S_GROWTH|CNE5S_MACH| 2.77910372E-01|20180202
CNE5S_GROWTH|CNE5S_TRDDIST|-1.76713724E+00|20180202
CNE5S_GROWTH|CNE5S_COMSERV| 1.95379440E+00|20180202
CNE5S_GROWTH|CNE5S_AIRLINE| 1.54810183E-01|20180202
CNE5S_GROWTH|CNE5S_MARINE|-3.79344020E+00|20180202
CNE5S_GROWTH|CNE5S_RDRLTRAN|-2.44575268E+00|20180202
CNE5S_GROWTH|CNE5S_AUTO| 6.07654005E-02|20180202
CNE5S_GROWTH|CNE5S_HOUSEDUR| 7.53585613E-01|20180202
CNE5S_GROWTH|CNE5S_LEISLUX| 7.04542602E-02|20180202
CNE5S_GROWTH|CNE5S_CONSSERV| 2.95953023E-01|20180202
CNE5S_GROWTH|CNE5S_MEDIA| 3.16125273E+00|20180202
CNE5S_GROWTH|CNE5S_RETAIL|-5.69355586E-01|20180202
CNE5S_GROWTH|CNE5S_PERSPRD| 7.86276027E-01|20180202
CNE5S_GROWTH|CNE5S_BEV|-1.53056159E+00|20180202
CNE5S_GROWTH|CNE5S_FOODPROD|-1.93495380E-02|20180202
CNE5S_GROWTH|CNE5S_HEALTH| 2.22057984E+00|20180202
CNE5S_GROWTH|CNE5S_BANKS| 1.08849202E+00|20180202
CNE5S_GROWTH|CNE5S_DVFININS|-5.19582443E-01|20180202
CNE5S_GROWTH|CNE5S_REALEST|-2.52568779E+00|20180202
CNE5S_GROWTH|CNE5S_SOFTWARE| 5.77146993E+00|20180202
CNE5S_GROWTH|CNE5S_HDWRSEMI| 3.56186850E+00|20180202
CNE5S_GROWTH|CNE5S_UTILITIE|-1.00542354E+00|20180202
CNE5S_GROWTH|CNE5S_COUNTRY| 3.32960490E-01|20180202
CNE5S_BTOP|CNE5S_BTOP| 5.29357592E+00|20180202
CNE5S_BTOP|CNE5S_LEVERAGE| 9.17604795E-01|20180202
CNE5S_BTOP|CNE5S_LIQUIDTY| 1.93744311E-01|20180202
CNE5S_BTOP|CNE5S_SIZENL|-3.26363641E-01|20180202
CNE5S_BTOP|CNE5S_ENERGY| 3.03759457E+00|20180202
CNE5S_BTOP|CNE5S_CHEM|-7.49039681E-02|20180202
CNE5S_BTOP|CNE5S_CONMAT| 5.14578011E+00|20180202
CNE5S_BTOP|CNE5S_MTLMIN| 4.57531120E+00|20180202
CNE5S_BTOP|CNE5S_MATERIAL|-1.00785269E+00|20180202
CNE5S_BTOP|CNE5S_AERODEF| 4.28923236E-01|20180202
CNE5S_BTOP|CNE5S_BLDPROD| 1.11757990E+00|20180202
CNE5S_BTOP|CNE5S_CNSTENG| 3.28779986E+00|20180202
CNE5S_BTOP|CNE5S_ELECEQP|-1.09295253E+00|20180202
CNE5S_BTOP|CNE5S_INDCONG| 3.44215984E+00|20180202
CNE5S_BTOP|CNE5S_MACH|-4.22688618E-02|20180202
CNE5S_BTOP|CNE5S_TRDDIST| 1.16201288E+00|20180202
CNE5S_BTOP|CNE5S_COMSERV|-2.41590591E-01|20180202
CNE5S_BTOP|CNE5S_AIRLINE| 1.99483795E+00|20180202
CNE5S_BTOP|CNE5S_MARINE| 3.24423813E+00|20180202
CNE5S_BTOP|CNE5S_RDRLTRAN| 1.03679297E+00|20180202
CNE5S_BTOP|CNE5S_AUTO|-1.34037007E+00|20180202
CNE5S_BTOP|CNE5S_HOUSEDUR|-1.31035769E+00|20180202
CNE5S_BTOP|CNE5S_LEISLUX|-6.17794171E-01|20180202
CNE5S_BTOP|CNE5S_CONSSERV| 5.75741631E-01|20180202
CNE5S_BTOP|CNE5S_MEDIA|-1.42270347E+00|20180202
CNE5S_BTOP|CNE5S_RETAIL|-3.19701791E-01|20180202
CNE5S_BTOP|CNE5S_PERSPRD|-1.91253819E+00|20180202
CNE5S_BTOP|CNE5S_BEV| 8.70550029E-01|20180202
CNE5S_BTOP|CNE5S_FOODPROD| 1.53407456E-01|20180202
CNE5S_BTOP|CNE5S_HEALTH|-1.13065306E+00|20180202
CNE5S_BTOP|CNE5S_BANKS|-3.49342808E+00|20180202
CNE5S_BTOP|CNE5S_DVFININS| 2.83453741E+00|20180202
CNE5S_BTOP|CNE5S_REALEST| 2.97543384E+00|20180202
CNE5S_BTOP|CNE5S_SOFTWARE|-1.04242474E+00|20180202
CNE5S_BTOP|CNE5S_HDWRSEMI|-1.82215892E+00|20180202
CNE5S_BTOP|CNE5S_UTILITIE| 1.50856318E+00|20180202
CNE5S_BTOP|CNE5S_COUNTRY| 4.96859997E+00|20180202
CNE5S_LEVERAGE|CNE5S_LEVERAGE| 1.70127304E+00|20180202
CNE5S_LEVERAGE|CNE5S_LIQUIDTY| 3.19195110E-01|20180202
CNE5S_LEVERAGE|CNE5S_SIZENL|-3.71170994E-01|20180202
CNE5S_LEVERAGE|CNE5S_ENERGY| 3.21038942E+00|20180202
CNE5S_LEVERAGE|CNE5S_CHEM| 4.55577502E-01|20180202
CNE5S_LEVERAGE|CNE5S_CONMAT| 4.25008229E+00|20180202
CNE5S_LEVERAGE|CNE5S_MTLMIN| 4.94904605E+00|20180202
CNE5S_LEVERAGE|CNE5S_MATERIAL| 1.57768289E-01|20180202
CNE5S_LEVERAGE|CNE5S_AERODEF| 1.59712020E+00|20180202
CNE5S_LEVERAGE|CNE5S_BLDPROD| 7.12821256E-02|20180202
CNE5S_LEVERAGE|CNE5S_CNSTENG| 2.25870919E+00|20180202
CNE5S_LEVERAGE|CNE5S_ELECEQP|-9.18956468E-01|20180202
CNE5S_LEVERAGE|CNE5S_INDCONG| 3.34362300E+00|20180202
CNE5S_LEVERAGE|CNE5S_MACH| 4.59956938E-02|20180202
CNE5S_LEVERAGE|CNE5S_TRDDIST| 1.76690639E+00|20180202
CNE5S_LEVERAGE|CNE5S_COMSERV|-1.41049296E+00|20180202
CNE5S_LEVERAGE|CNE5S_AIRLINE| 1.81196495E-02|20180202
CNE5S_LEVERAGE|CNE5S_MARINE| 3.19708675E+00|20180202
CNE5S_LEVERAGE|CNE5S_RDRLTRAN| 1.71513460E+00|20180202
CNE5S_LEVERAGE|CNE5S_AUTO|-3.23575940E-01|20180202
CNE5S_LEVERAGE|CNE5S_HOUSEDUR|-1.39230096E+00|20180202
CNE5S_LEVERAGE|CNE5S_LEISLUX|-8.31379165E-02|20180202
CNE5S_LEVERAGE|CNE5S_CONSSERV|-1.47108946E-01|20180202
CNE5S_LEVERAGE|CNE5S_MEDIA|-3.00624516E+00|20180202
CNE5S_LEVERAGE|CNE5S_RETAIL|-2.35742638E-02|20180202
CNE5S_LEVERAGE|CNE5S_PERSPRD|-1.83548625E+00|20180202
CNE5S_LEVERAGE|CNE5S_BEV| 1.20803710E+00|20180202
CNE5S_LEVERAGE|CNE5S_FOODPROD| 5.28007207E-01|20180202
CNE5S_LEVERAGE|CNE5S_HEALTH|-1.88088964E+00|20180202
CNE5S_LEVERAGE|CNE5S_BANKS|-1.70715141E+00|20180202
CNE5S_LEVERAGE|CNE5S_DVFININS|-3.85501360E-01|20180202
CNE5S_LEVERAGE|CNE5S_REALEST| 3.89468385E+00|20180202
CNE5S_LEVERAGE|CNE5S_SOFTWARE|-5.56323610E+00|20180202
CNE5S_LEVERAGE|CNE5S_HDWRSEMI|-3.42809591E+00|20180202
CNE5S_LEVERAGE|CNE5S_UTILITIE| 8.06281637E-01|20180202
CNE5S_LEVERAGE|CNE5S_COUNTRY|-2.42094077E-01|20180202
CNE5S_LIQUIDTY|CNE5S_LIQUIDTY| 5.13193930E+00|20180202
CNE5S_LIQUIDTY|CNE5S_SIZENL| 1.29739361E-01|20180202
CNE5S_LIQUIDTY|CNE5S_ENERGY| 3.80260360E+00|20180202
CNE5S_LIQUIDTY|CNE5S_CHEM| 3.06536270E-01|20180202
CNE5S_LIQUIDTY|CNE5S_CONMAT| 7.11341085E-01|20180202
CNE5S_LIQUIDTY|CNE5S_MTLMIN| 2.18342824E+00|20180202
CNE5S_LIQUIDTY|CNE5S_MATERIAL|-4.28767861E-01|20180202
CNE5S_LIQUIDTY|CNE5S_AERODEF| 2.00750039E+00|20180202
CNE5S_LIQUIDTY|CNE5S_BLDPROD|-3.96223517E-01|20180202
CNE5S_LIQUIDTY|CNE5S_CNSTENG| 1.35247730E-01|20180202
CNE5S_LIQUIDTY|CNE5S_ELECEQP|-3.12430463E-01|20180202
CNE5S_LIQUIDTY|CNE5S_INDCONG| 5.63137944E-02|20180202
CNE5S_LIQUIDTY|CNE5S_MACH| 5.93831332E-02|20180202
CNE5S_LIQUIDTY|CNE5S_TRDDIST| 1.10103118E+00|20180202
CNE5S_LIQUIDTY|CNE5S_COMSERV|-9.90919594E-01|20180202
CNE5S_LIQUIDTY|CNE5S_AIRLINE|-2.54588619E-01|20180202
CNE5S_LIQUIDTY|CNE5S_MARINE| 3.52457705E+00|20180202
CNE5S_LIQUIDTY|CNE5S_RDRLTRAN| 3.94655806E+00|20180202
CNE5S_LIQUIDTY|CNE5S_AUTO| 6.20223323E-01|20180202
CNE5S_LIQUIDTY|CNE5S_HOUSEDUR|-1.90659292E+00|20180202
CNE5S_LIQUIDTY|CNE5S_LEISLUX|-1.04064517E+00|20180202
CNE5S_LIQUIDTY|CNE5S_CONSSERV|-7.56561559E-01|20180202
CNE5S_LIQUIDTY|CNE5S_MEDIA|-2.31927533E+00|20180202
CNE5S_LIQUIDTY|CNE5S_RETAIL| 5.59941216E-02|20180202
CNE5S_LIQUIDTY|CNE5S_PERSPRD|-1.32570060E+00|20180202
CNE5S_LIQUIDTY|CNE5S_BEV| 1.51316920E-01|20180202
CNE5S_LIQUIDTY|CNE5S_FOODPROD|-4.89901103E-01|20180202
CNE5S_LIQUIDTY|CNE5S_HEALTH|-1.82933265E+00|20180202
CNE5S_LIQUIDTY|CNE5S_BANKS|-2.24066031E+00|20180202
CNE5S_LIQUIDTY|CNE5S_DVFININS| 1.45537075E+00|20180202
CNE5S_LIQUIDTY|CNE5S_REALEST| 3.03763444E-01|20180202
CNE5S_LIQUIDTY|CNE5S_SOFTWARE|-5.19486517E+00|20180202
CNE5S_LIQUIDTY|CNE5S_HDWRSEMI|-2.35822145E+00|20180202
CNE5S_LIQUIDTY|CNE5S_UTILITIE| 2.72842127E+00|20180202
CNE5S_LIQUIDTY|CNE5S_COUNTRY| 6.18902099E+00|20180202
CNE5S_SIZENL|CNE5S_SIZENL| 5.12366810E+00|20180202
CNE5S_SIZENL|CNE5S_ENERGY|-1.00252132E+00|20180202
CNE5S_SIZENL|CNE5S_CHEM| 2.61257765E+00|20180202
CNE5S_SIZENL|CNE5S_CONMAT| 2.77540303E+00|20180202
CNE5S_SIZENL|CNE5S_MTLMIN| 1.97303001E+00|20180202
CNE5S_SIZENL|CNE5S_MATERIAL| 1.64451537E+00|20180202
