!ModelVer:100
!ReleaseDate:20180202
!Factor1|Factor2|VarCovar|DataDate
CNE5S_MOMENTUM|CNE5S_HEALTH| 1.17084989E+00|20180202
CNE5S_MOMENTUM|CNE5S_BANKS| 3.22701489E+00|20180202
CNE5S_MOMENTUM|CNE5S_DVFININS| 1.24645117E+00|20180202
CNE5S_MOMENTUM|CNE5S_REALEST|-2.30286772E+00|20180202
CNE5S_MOMENTUM|CNE5S_SOFTWARE| 4.14658415E+00|20180202
CNE5S_MOMENTUM|CNE5S_HDWRSEMI| 1.40144129E+00|20180202
CNE5S_MOMENTUM|CNE5S_UTILITIE|-1.02111196E+00|20180202
CNE5S_MOMENTUM|CNE5S_COUNTRY|-1.70719207E+01|20180202
CNE5S_SIZE|CNE5S_SIZE| 2.24126825E+01|20180202
CNE5S_SIZE|CNE5S_EARNYILD| 1.91742543E+00|20180202
CNE5S_SIZE|CNE5S_RESVOL|-9.15575811E+00|20180202
CNE5S_SIZE|CNE5S_GROWTH|-9.38650189E-01|20180202
CNE5S_SIZE|CNE5S_BTOP| 1.22044271E+00|20180202
CNE5S_SIZE|CNE5S_LEVERAGE| 8.06454498E-01|20180202
CNE5S_SIZE|CNE5S_LIQUIDTY|-1.68051064E-01|20180202
CNE5S_SIZE|CNE5S_SIZENL|-2.82768423E+00|20180202
CNE5S_SIZE|CNE5S_ENERGY| 7.95589184E+00|20180202
CNE5S_SIZE|CNE5S_CHEM|-3.09962051E+00|20180202
CNE5S_SIZE|CNE5S_CONMAT| 5.94756662E+00|20180202
CNE5S_SIZE|CNE5S_MTLMIN| 7.03120703E+00|20180202
CNE5S_SIZE|CNE5S_MATERIAL|-3.12679939E+00|20180202
CNE5S_SIZE|CNE5S_AERODEF|-9.06259685E+00|20180202
CNE5S_SIZE|CNE5S_BLDPROD|-1.94319901E+00|20180202
CNE5S_SIZE|CNE5S_CNSTENG| 7.75805678E+00|20180202
CNE5S_SIZE|CNE5S_ELECEQP|-4.57166472E+00|20180202
CNE5S_SIZE|CNE5S_INDCONG|-8.79261112E+00|20180202
CNE5S_SIZE|CNE5S_MACH|-1.42275726E+00|20180202
CNE5S_SIZE|CNE5S_TRDDIST|-7.33679792E-01|20180202
CNE5S_SIZE|CNE5S_COMSERV|-6.52867647E+00|20180202
CNE5S_SIZE|CNE5S_AIRLINE| 4.40118771E-01|20180202
CNE5S_SIZE|CNE5S_MARINE| 6.95312270E+00|20180202
CNE5S_SIZE|CNE5S_RDRLTRAN| 2.55367479E+00|20180202
CNE5S_SIZE|CNE5S_AUTO|-4.61043899E+00|20180202
CNE5S_SIZE|CNE5S_HOUSEDUR| 1.71531410E+00|20180202
CNE5S_SIZE|CNE5S_LEISLUX|-1.45486498E+00|20180202
CNE5S_SIZE|CNE5S_CONSSERV| 3.76372956E+00|20180202
CNE5S_SIZE|CNE5S_MEDIA|-8.81767506E+00|20180202
CNE5S_SIZE|CNE5S_RETAIL|-2.30425947E+00|20180202
CNE5S_SIZE|CNE5S_PERSPRD|-3.35965755E+00|20180202
CNE5S_SIZE|CNE5S_BEV| 4.26775908E+00|20180202
CNE5S_SIZE|CNE5S_FOODPROD| 1.13785633E+00|20180202
CNE5S_SIZE|CNE5S_HEALTH|-4.86602152E+00|20180202
CNE5S_SIZE|CNE5S_BANKS|-1.98353767E+00|20180202
CNE5S_SIZE|CNE5S_DVFININS| 6.24015062E+00|20180202
CNE5S_SIZE|CNE5S_REALEST| 5.96020826E+00|20180202
CNE5S_SIZE|CNE5S_SOFTWARE|-5.93370864E+00|20180202
CNE5S_SIZE|CNE5S_HDWRSEMI|-9.63054164E+00|20180202
CNE5S_SIZE|CNE5S_UTILITIE|-1.12038711E+00|20180202
CNE5S_SIZE|CNE5S_COUNTRY|-1.97161467E+01|20180202
CNE5S_EARNYILD|CNE5S_EARNYILD| 6.34084213E+00|20180202
CNE5S_EARNYILD|CNE5S_RESVOL|-5.62593623E-01|20180202
CNE5S_EARNYILD|CNE5S_GROWTH|-2.54738112E-01|20180202
CNE5S_EARNYILD|CNE5S_BTOP|-9.40007984E-01|20180202
CNE5S_EARNYILD|CNE5S_LEVERAGE|-2.37162281E-02|20180202
CNE5S_EARNYILD|CNE5S_LIQUIDTY| 6.61577722E-02|20180202
CNE5S_EARNYILD|CNE5S_SIZENL|-8.23625500E-01|20180202
CNE5S_EARNYILD|CNE5S_ENERGY| 3.63238852E-01|20180202
CNE5S_EARNYILD|CNE5S_CHEM|-7.36265898E-02|20180202
CNE5S_EARNYILD|CNE5S_CONMAT| 2.64119787E+00|20180202
CNE5S_EARNYILD|CNE5S_MTLMIN| 2.32611727E+00|20180202
CNE5S_EARNYILD|CNE5S_MATERIAL|-1.25968616E+00|20180202
CNE5S_EARNYILD|CNE5S_AERODEF|-4.95196971E+00|20180202
CNE5S_EARNYILD|CNE5S_BLDPROD| 3.62437380E-01|20180202
CNE5S_EARNYILD|CNE5S_CNSTENG|-7.37730769E-02|20180202
CNE5S_EARNYILD|CNE5S_ELECEQP|-5.16780005E-01|20180202
CNE5S_EARNYILD|CNE5S_INDCONG|-2.33384188E+00|20180202
CNE5S_EARNYILD|CNE5S_MACH| 5.10401301E-02|20180202
CNE5S_EARNYILD|CNE5S_TRDDIST|-1.51611710E+00|20180202
CNE5S_EARNYILD|CNE5S_COMSERV|-9.95190490E-01|20180202
CNE5S_EARNYILD|CNE5S_AIRLINE|-3.47617088E-01|20180202
CNE5S_EARNYILD|CNE5S_MARINE| 1.15372434E+00|20180202
CNE5S_EARNYILD|CNE5S_RDRLTRAN|-2.43815214E+00|20180202
CNE5S_EARNYILD|CNE5S_AUTO|-9.29977803E-01|20180202
CNE5S_EARNYILD|CNE5S_HOUSEDUR| 1.01923982E+00|20180202
CNE5S_EARNYILD|CNE5S_LEISLUX|-5.58266731E-01|20180202
CNE5S_EARNYILD|CNE5S_CONSSERV| 1.35116899E+00|20180202
CNE5S_EARNYILD|CNE5S_MEDIA|-1.59247838E+00|20180202
CNE5S_EARNYILD|CNE5S_RETAIL|-2.18764833E+00|20180202
CNE5S_EARNYILD|CNE5S_PERSPRD| 1.35031091E+00|20180202
CNE5S_EARNYILD|CNE5S_BEV| 4.59371250E+00|20180202
CNE5S_EARNYILD|CNE5S_FOODPROD|-1.87513247E-01|20180202
CNE5S_EARNYILD|CNE5S_HEALTH| 6.44936989E-01|20180202
CNE5S_EARNYILD|CNE5S_BANKS|-1.39700483E+00|20180202
CNE5S_EARNYILD|CNE5S_DVFININS| 4.82458697E+00|20180202
CNE5S_EARNYILD|CNE5S_REALEST| 2.93011396E+00|20180202
CNE5S_EARNYILD|CNE5S_SOFTWARE|-2.29799345E+00|20180202
CNE5S_EARNYILD|CNE5S_HDWRSEMI|-2.31261733E+00|20180202
CNE5S_EARNYILD|CNE5S_UTILITIE|-3.80343632E+00|20180202
CNE5S_EARNYILD|CNE5S_COUNTRY| 5.54289113E+00|20180202
CNE5S_RESVOL|CNE5S_RESVOL| 1.02917809E+01|20180202
CNE5S_RESVOL|CNE5S_GROWTH| 8.25187382E-01|20180202
CNE5S_RESVOL|CNE5S_BTOP| 3.26972739E-01|20180202
CNE5S_RESVOL|CNE5S_LEVERAGE|-1.01182832E+00|20180202
CNE5S_RESVOL|CNE5S_LIQUIDTY|-1.51452929E-01|20180202
CNE5S_RESVOL|CNE5S_SIZENL| 1.92543011E+00|20180202
CNE5S_RESVOL|CNE5S_ENERGY|-3.48539402E+00|20180202
CNE5S_RESVOL|CNE5S_CHEM| 7.88875833E-01|20180202
CNE5S_RESVOL|CNE5S_CONMAT|-2.20715897E+00|20180202
CNE5S_RESVOL|CNE5S_MTLMIN|-3.21133073E+00|20180202
CNE5S_RESVOL|CNE5S_MATERIAL| 1.05680899E-01|20180202
CNE5S_RESVOL|CNE5S_AERODEF| 6.64873053E+00|20180202
CNE5S_RESVOL|CNE5S_BLDPROD| 1.44343450E+00|20180202
CNE5S_RESVOL|CNE5S_CNSTENG|-4.23102410E+00|20180202
CNE5S_RESVOL|CNE5S_ELECEQP| 2.31989435E+00|20180202
CNE5S_RESVOL|CNE5S_INDCONG| 2.93840005E+00|20180202
CNE5S_RESVOL|CNE5S_MACH| 8.75372460E-01|20180202
CNE5S_RESVOL|CNE5S_TRDDIST| 4.44486207E-02|20180202
CNE5S_RESVOL|CNE5S_COMSERV| 3.25518344E+00|20180202
CNE5S_RESVOL|CNE5S_AIRLINE|-1.27894894E+00|20180202
CNE5S_RESVOL|CNE5S_MARINE|-4.06470719E+00|20180202
CNE5S_RESVOL|CNE5S_RDRLTRAN|-1.83389721E+00|20180202
CNE5S_RESVOL|CNE5S_AUTO| 1.04484022E+00|20180202
CNE5S_RESVOL|CNE5S_HOUSEDUR|-1.66534905E+00|20180202
CNE5S_RESVOL|CNE5S_LEISLUX|-2.37707206E-01|20180202
CNE5S_RESVOL|CNE5S_CONSSERV|-9.30577355E-01|20180202
CNE5S_RESVOL|CNE5S_MEDIA| 5.95158811E+00|20180202
CNE5S_RESVOL|CNE5S_RETAIL| 2.65086380E-01|20180202
CNE5S_RESVOL|CNE5S_PERSPRD| 2.40679100E+00|20180202
CNE5S_RESVOL|CNE5S_BEV|-3.23487506E+00|20180202
CNE5S_RESVOL|CNE5S_FOODPROD|-1.05886273E+00|20180202
CNE5S_RESVOL|CNE5S_HEALTH| 2.64854200E+00|20180202
CNE5S_RESVOL|CNE5S_BANKS|-1.50050406E+00|20180202
CNE5S_RESVOL|CNE5S_DVFININS|-8.46166620E-01|20180202
CNE5S_RESVOL|CNE5S_REALEST|-4.20784324E+00|20180202
CNE5S_RESVOL|CNE5S_SOFTWARE| 5.71118926E+00|20180202
CNE5S_RESVOL|CNE5S_HDWRSEMI| 6.17503176E+00|20180202
CNE5S_RESVOL|CNE5S_UTILITIE|-6.86742885E-01|20180202
CNE5S_RESVOL|CNE5S_COUNTRY| 2.64431149E+01|20180202
CNE5S_GROWTH|CNE5S_GROWTH| 2.23857899E+00|20180202
CNE5S_GROWTH|CNE5S_BTOP|-2.41520405E-01|20180202
CNE5S_GROWTH|CNE5S_LEVERAGE|-8.48093165E-01|20180202
CNE5S_GROWTH|CNE5S_LIQUIDTY|-1.15148263E+00|20180202
CNE5S_GROWTH|CNE5S_SIZENL| 3.77714712E-01|20180202
CNE5S_GROWTH|CNE5S_ENERGY|-3.32752821E+00|20180202
CNE5S_GROWTH|CNE5S_CHEM|-7.64767378E-01|20180202
CNE5S_GROWTH|CNE5S_CONMAT|-2.80634918E+00|20180202
CNE5S_GROWTH|CNE5S_MTLMIN|-3.51110186E+00|20180202
CNE5S_GROWTH|CNE5S_MATERIAL|-7.14474538E-02|20180202
CNE5S_GROWTH|CNE5S_AERODEF|-3.23252562E-01|20180202
CNE5S_GROWTH|CNE5S_BLDPROD| 2.03395709E-01|20180202
CNE5S_GROWTH|CNE5S_CNSTENG|-1.82375890E+00|20180202
CNE5S_GROWTH|CNE5S_ELECEQP| 1.64164965E+00|20180202
CNE5S_GROWTH|CNE5S_INDCONG|-8.85241766E-01|20180202
CNE5S_GROWTH|CNE5S_MACH| 2.81695576E-01|20180202
CNE5S_GROWTH|CNE5S_TRDDIST|-1.98559005E+00|20180202
CNE5S_GROWTH|CNE5S_COMSERV| 1.98539063E+00|20180202
CNE5S_GROWTH|CNE5S_AIRLINE| 8.31410262E-02|20180202
CNE5S_GROWTH|CNE5S_MARINE|-3.93829806E+00|20180202
CNE5S_GROWTH|CNE5S_RDRLTRAN|-2.64931730E+00|20180202
CNE5S_GROWTH|CNE5S_AUTO|-1.21229146E-03|20180202
CNE5S_GROWTH|CNE5S_HOUSEDUR| 6.92510098E-01|20180202
CNE5S_GROWTH|CNE5S_LEISLUX|-9.79687837E-04|20180202
CNE5S_GROWTH|CNE5S_CONSSERV| 2.62023105E-01|20180202
CNE5S_GROWTH|CNE5S_MEDIA| 3.21243208E+00|20180202
CNE5S_GROWTH|CNE5S_RETAIL|-7.33440672E-01|20180202
CNE5S_GROWTH|CNE5S_PERSPRD| 7.03992704E-01|20180202
CNE5S_GROWTH|CNE5S_BEV|-1.26325242E+00|20180202
CNE5S_GROWTH|CNE5S_FOODPROD| 4.20395525E-02|20180202
CNE5S_GROWTH|CNE5S_HEALTH| 2.40430377E+00|20180202
CNE5S_GROWTH|CNE5S_BANKS| 1.24025869E+00|20180202
CNE5S_GROWTH|CNE5S_DVFININS|-5.57192099E-01|20180202
CNE5S_GROWTH|CNE5S_REALEST|-2.72953806E+00|20180202
CNE5S_GROWTH|CNE5S_SOFTWARE| 5.94551462E+00|20180202
CNE5S_GROWTH|CNE5S_HDWRSEMI| 3.64001420E+00|20180202
CNE5S_GROWTH|CNE5S_UTILITIE|-1.16539588E+00|20180202
CNE5S_GROWTH|CNE5S_COUNTRY| 2.27495529E-01|20180202
CNE5S_BTOP|CNE5S_BTOP| 6.57083921E+00|20180202
CNE5S_BTOP|CNE5S_LEVERAGE| 1.06988249E+00|20180202
CNE5S_BTOP|CNE5S_LIQUIDTY| 1.45859424E-01|20180202
CNE5S_BTOP|CNE5S_SIZENL|-3.56358063E-01|20180202
CNE5S_BTOP|CNE5S_ENERGY| 3.26687800E+00|20180202
CNE5S_BTOP|CNE5S_CHEM|-8.83632306E-02|20180202
CNE5S_BTOP|CNE5S_CONMAT| 5.19783489E+00|20180202
CNE5S_BTOP|CNE5S_MTLMIN| 4.93362220E+00|20180202
CNE5S_BTOP|CNE5S_MATERIAL|-1.14415636E+00|20180202
CNE5S_BTOP|CNE5S_AERODEF| 6.17223194E-01|20180202
CNE5S_BTOP|CNE5S_BLDPROD| 1.23580433E+00|20180202
CNE5S_BTOP|CNE5S_CNSTENG| 3.60327289E+00|20180202
CNE5S_BTOP|CNE5S_ELECEQP|-1.18671226E+00|20180202
CNE5S_BTOP|CNE5S_INDCONG| 3.58572112E+00|20180202
CNE5S_BTOP|CNE5S_MACH|-3.01569253E-02|20180202
CNE5S_BTOP|CNE5S_TRDDIST| 1.27307860E+00|20180202
CNE5S_BTOP|CNE5S_COMSERV|-1.42938387E-01|20180202
CNE5S_BTOP|CNE5S_AIRLINE| 2.31622235E+00|20180202
CNE5S_BTOP|CNE5S_MARINE| 3.59641514E+00|20180202
CNE5S_BTOP|CNE5S_RDRLTRAN| 1.06253938E+00|20180202
CNE5S_BTOP|CNE5S_AUTO|-1.49705603E+00|20180202
CNE5S_BTOP|CNE5S_HOUSEDUR|-1.34220445E+00|20180202
CNE5S_BTOP|CNE5S_LEISLUX|-7.04494573E-01|20180202
CNE5S_BTOP|CNE5S_CONSSERV| 5.89254454E-01|20180202
CNE5S_BTOP|CNE5S_MEDIA|-1.41411194E+00|20180202
CNE5S_BTOP|CNE5S_RETAIL|-2.94047065E-01|20180202
CNE5S_BTOP|CNE5S_PERSPRD|-2.03918279E+00|20180202
CNE5S_BTOP|CNE5S_BEV| 7.17270860E-01|20180202
CNE5S_BTOP|CNE5S_FOODPROD| 2.18843449E-01|20180202
CNE5S_BTOP|CNE5S_HEALTH|-1.12133704E+00|20180202
CNE5S_BTOP|CNE5S_BANKS|-3.83688245E+00|20180202
CNE5S_BTOP|CNE5S_DVFININS| 3.11894117E+00|20180202
CNE5S_BTOP|CNE5S_REALEST| 3.12410095E+00|20180202
CNE5S_BTOP|CNE5S_SOFTWARE|-8.11295027E-01|20180202
CNE5S_BTOP|CNE5S_HDWRSEMI|-1.75768127E+00|20180202
CNE5S_BTOP|CNE5S_UTILITIE| 1.85146377E+00|20180202
CNE5S_BTOP|CNE5S_COUNTRY| 5.58358574E+00|20180202
CNE5S_LEVERAGE|CNE5S_LEVERAGE| 2.02503530E+00|20180202
CNE5S_LEVERAGE|CNE5S_LIQUIDTY| 3.28301330E-01|20180202
CNE5S_LEVERAGE|CNE5S_SIZENL|-4.10304008E-01|20180202
CNE5S_LEVERAGE|CNE5S_ENERGY| 3.25562319E+00|20180202
CNE5S_LEVERAGE|CNE5S_CHEM| 5.18271566E-01|20180202
CNE5S_LEVERAGE|CNE5S_CONMAT| 4.26381153E+00|20180202
CNE5S_LEVERAGE|CNE5S_MTLMIN| 5.12974842E+00|20180202
CNE5S_LEVERAGE|CNE5S_MATERIAL| 1.99737839E-01|20180202
CNE5S_LEVERAGE|CNE5S_AERODEF| 2.10196270E+00|20180202
CNE5S_LEVERAGE|CNE5S_BLDPROD| 4.12824234E-02|20180202
CNE5S_LEVERAGE|CNE5S_CNSTENG| 2.46498777E+00|20180202
CNE5S_LEVERAGE|CNE5S_ELECEQP|-9.06304529E-01|20180202
CNE5S_LEVERAGE|CNE5S_INDCONG| 3.58677152E+00|20180202
CNE5S_LEVERAGE|CNE5S_MACH| 9.06461278E-02|20180202
CNE5S_LEVERAGE|CNE5S_TRDDIST| 1.94012965E+00|20180202
CNE5S_LEVERAGE|CNE5S_COMSERV|-1.39711475E+00|20180202
CNE5S_LEVERAGE|CNE5S_AIRLINE| 2.66731511E-02|20180202
CNE5S_LEVERAGE|CNE5S_MARINE| 3.30852918E+00|20180202
CNE5S_LEVERAGE|CNE5S_RDRLTRAN| 1.81415415E+00|20180202
CNE5S_LEVERAGE|CNE5S_AUTO|-3.17932559E-01|20180202
CNE5S_LEVERAGE|CNE5S_HOUSEDUR|-1.44739240E+00|20180202
CNE5S_LEVERAGE|CNE5S_LEISLUX|-2.89757562E-02|20180202
CNE5S_LEVERAGE|CNE5S_CONSSERV|-1.32375583E-01|20180202
CNE5S_LEVERAGE|CNE5S_MEDIA|-3.06045949E+00|20180202
CNE5S_LEVERAGE|CNE5S_RETAIL| 3.93052470E-02|20180202
CNE5S_LEVERAGE|CNE5S_PERSPRD|-1.88926760E+00|20180202
CNE5S_LEVERAGE|CNE5S_BEV| 9.66611854E-01|20180202
CNE5S_LEVERAGE|CNE5S_FOODPROD| 5.75128814E-01|20180202
CNE5S_LEVERAGE|CNE5S_HEALTH|-1.97288637E+00|20180202
CNE5S_LEVERAGE|CNE5S_BANKS|-1.90165644E+00|20180202
CNE5S_LEVERAGE|CNE5S_DVFININS|-4.46669625E-01|20180202
CNE5S_LEVERAGE|CNE5S_REALEST| 4.22873778E+00|20180202
CNE5S_LEVERAGE|CNE5S_SOFTWARE|-5.75283473E+00|20180202
CNE5S_LEVERAGE|CNE5S_HDWRSEMI|-3.49539949E+00|20180202
CNE5S_LEVERAGE|CNE5S_UTILITIE| 9.35843270E-01|20180202
CNE5S_LEVERAGE|CNE5S_COUNTRY|-2.07567962E-01|20180202
CNE5S_LIQUIDTY|CNE5S_LIQUIDTY| 6.35144452E+00|20180202
CNE5S_LIQUIDTY|CNE5S_SIZENL| 1.55007451E-01|20180202
CNE5S_LIQUIDTY|CNE5S_ENERGY| 4.07326767E+00|20180202
CNE5S_LIQUIDTY|CNE5S_CHEM| 3.50890215E-01|20180202
CNE5S_LIQUIDTY|CNE5S_CONMAT| 4.04770673E-01|20180202
CNE5S_LIQUIDTY|CNE5S_MTLMIN| 2.34131724E+00|20180202
CNE5S_LIQUIDTY|CNE5S_MATERIAL|-4.94201483E-01|20180202
CNE5S_LIQUIDTY|CNE5S_AERODEF| 2.19666585E+00|20180202
CNE5S_LIQUIDTY|CNE5S_BLDPROD|-4.82080288E-01|20180202
CNE5S_LIQUIDTY|CNE5S_CNSTENG| 3.55968998E-02|20180202
CNE5S_LIQUIDTY|CNE5S_ELECEQP|-2.86035162E-01|20180202
CNE5S_LIQUIDTY|CNE5S_INDCONG|-3.66430971E-02|20180202
CNE5S_LIQUIDTY|CNE5S_MACH| 8.66359851E-02|20180202
CNE5S_LIQUIDTY|CNE5S_TRDDIST| 1.19281723E+00|20180202
CNE5S_LIQUIDTY|CNE5S_COMSERV|-1.00805801E+00|20180202
CNE5S_LIQUIDTY|CNE5S_AIRLINE| 5.17577525E-02|20180202
CNE5S_LIQUIDTY|CNE5S_MARINE| 3.90375317E+00|20180202
CNE5S_LIQUIDTY|CNE5S_RDRLTRAN| 4.39307039E+00|20180202
CNE5S_LIQUIDTY|CNE5S_AUTO| 7.11724259E-01|20180202
CNE5S_LIQUIDTY|CNE5S_HOUSEDUR|-2.04556972E+00|20180202
CNE5S_LIQUIDTY|CNE5S_LEISLUX|-1.20719054E+00|20180202
CNE5S_LIQUIDTY|CNE5S_CONSSERV|-7.90032831E-01|20180202
CNE5S_LIQUIDTY|CNE5S_MEDIA|-2.43899075E+00|20180202
CNE5S_LIQUIDTY|CNE5S_RETAIL| 1.24268638E-01|20180202
CNE5S_LIQUIDTY|CNE5S_PERSPRD|-1.35728733E+00|20180202
CNE5S_LIQUIDTY|CNE5S_BEV|-1.19456438E-02|20180202
CNE5S_LIQUIDTY|CNE5S_FOODPROD|-5.76403382E-01|20180202
CNE5S_LIQUIDTY|CNE5S_HEALTH|-1.97180688E+00|20180202
CNE5S_LIQUIDTY|CNE5S_BANKS|-2.49325668E+00|20180202
CNE5S_LIQUIDTY|CNE5S_DVFININS| 1.56011475E+00|20180202
CNE5S_LIQUIDTY|CNE5S_REALEST| 3.35377601E-01|20180202
CNE5S_LIQUIDTY|CNE5S_SOFTWARE|-5.42280257E+00|20180202
CNE5S_LIQUIDTY|CNE5S_HDWRSEMI|-2.42394594E+00|20180202
CNE5S_LIQUIDTY|CNE5S_UTILITIE| 3.13318687E+00|20180202
CNE5S_LIQUIDTY|CNE5S_COUNTRY| 6.96279955E+00|20180202
CNE5S_SIZENL|CNE5S_SIZENL| 6.25685369E+00|20180202
CNE5S_SIZENL|CNE5S_ENERGY|-9.79196303E-01|20180202
CNE5S_SIZENL|CNE5S_CHEM| 2.94365978E+00|20180202
CNE5S_SIZENL|CNE5S_CONMAT| 3.23542914E+00|20180202
CNE5S_SIZENL|CNE5S_MTLMIN| 2.24828948E+00|20180202
CNE5S_SIZENL|CNE5S_MATERIAL| 1.80169278E+00|20180202
